Symbol
BRK-B
BRK-A
TSM
UNH
JNJ
V
JPM
WMT
BAC
PG
XOM
MA
CVX
JPM-PC
JPM-PD
HD
BAC-PK
BAC-PL
PFE
LLY
ABBV
BHP
KO
BML-PG
BAC-PE
BML-PL
BML-PH
NVO
BABA
BAC-PB
TM
DIS
VZ
TMO
MRK
SHEL
ORCL
NKE
NVS
ABT
WFC-PY
WFC-PQ
ACN
DHR
WFC-PL
WFC-PR
MCD
CRM
WFC
DHR-PA
C-PJ
BMY
UPS
LIN
NEE
PM
RTX
RY
UNP
MS
PTR
MDT
SCHW
AXP
T
TD
HSBC
CVS
BX
SPGI
DE
COP
LOW
RIO
TTE
C
EQNR
LMT
GS
ANTM
WFC-PC
CAT
SAP
PLD
DEO
BUD
GSK
AMT
UL
IBM
TGT
SONY
BA
BLK
BP
PBR
RY-PT
HDB
GE
NOW
NOW
MO
LFC
SYK
BTI
EL
VALE
ENB
INFY
CB
GS-PJ
CNI
DUK
ZTS
GS-PK
MMC
MS-PI
MS-PK
BAM
MS-PF
MMM
BNS
CCI
CI
USB-PH
MS-PE
SO
USB-PP
HCA
USB
SNP
CNQ
CTA-PB
MUFG
GS-PA
MS-PA
EW
BDX
FCX
PBR-A
PNC
TJX
GS-PD
BMO
SHOP
NOC
FMX
EOG
AMOV
AMX
PSA
CP
AON
D
TFC
SQ
IBN
ICE
NSC
GD
NEM
CL
WM
SHW
PGR
NTR
F
DUK-PA
BSX
FIS
PXD
UBER
CTA-PA
MCO
SLB
DCUE
ITW
UBS
RELX
SNOW
SPG-PJ
ABB
GM
MET
EPD
SAN
SE
HUM
OXY
DG
BSBR
SCCO
NGG
ETN
TRP
COF
EMR
ITUB
APD
E
ADM
SRE
SNAP
BCE
FDX
AIG
TRI
CM
SCHW-PD
MPC
LHX
ECL
CNC
ABEV
SU
BBD
MCK
STZ
DOW
ROP
STZ-B
SPG
STLA
KKR
HSY
VMW
NUE
TAK
BBDO
VLO
GOLD
MET-PE
IQV
PRU
CMG
TRV
HMC
KMI
AIG-PA
CTVA
MET-PA
WELL
O
HLT
SYY
JCI
AZO
WMB
GIS
AFL
SMFG
DVN
DLR
KMB
APH
PSX
KR
LYG
RSG
RACE
MFC
PSA-PH
HPQ
EC
TEL
GPN
WIT
PSA-PK
MSCI
ANET
ALL
MSI
ING
PUK
AJG
BAX
HAL
ALC
BK
A
TWTR
TU
PEG
CVE
DELL
DASH
HES
ET
LYB
WCN
BBVA
YUM
CARR
TDG
NIO
NET
EQR
MPLX
DD
PH
TSN
CHT
ED
AVB
TT
STM
RMD
ABC
DFS
TLK
WEC
BCS
OKE
ORAN
ALL-PB
AMP
ALL-PG
NU
FNV
SLF
BF-B
ES
BF-A
MFG
IFF
OTIS
ARE
TEF
UDR
NWG
ROK
MT
AEM
EXR
PPG
RCI
CRH
WY
MTD
AWK
AME
VEEV
NOK
HRL
CPNG
GLW
APTV
MTB
FRC
FERG
CBRE
MOS
LVS
CMI
WST
BLL
LUV
STT
EIX
QSR
FE
DAL
GWW
MKC
MKC-V
DTE
KEYS
DLR-PK
ZBH
EFX
DLR-PJ
SPOT
U
INVH
CAJ
ETR
DHI
PHG
CTRA
LH
HIG
AEE
PLTR
IT
APO
CHD
ALB
LYV
URI
STE
PCG
DB
RBLX
VTR
MAA
BEP
FTS
TWLO
TECK
SQM
CLR
XPEV
ESS
CF
WPM
VMC
RJF
K
SWK
MLM
DRE
TDY
ARES
CCL
IX
VICI
LEN-B
LEN
TTM
SUI
PBA
VFC
GRMN
ZTO
ELP
PPL
CNHI
DOV
FTV
BBY
RCL
CMS
CUK
HUBS
HPE
CNP
SYF
BIP
BEKE
PKI
MKL
VIV
UMC
FLT
BILL
