,tick,exchange,country_name,currency,sector,industry,fulltime_employees
165,PANG.MC,MCE,Spain,EUR,Healthcare,Diagnostics & Research,50
166,NTX.MC,MCE,Spain,EUR,Technology,Software—Application,139
167,END.MC,MCE,Spain,EUR,Industrials,Electrical Equipment & Parts,
168,VYT.MC,MCE,Spain,EUR,Healthcare,Biotechnology,
169,TR1.MC,MCE,Spain,EUR,Technology,Information Technology Services,265
170,KOM.MC,MCE,Palau,EUR,Basic Materials,Specialty Chemicals,81
171,NYE.MC,MCE,Spain,EUR,Real Estate,Real Estate—Development,68
172,EZE.MC,MCE,Spain,EUR,Industrials,Engineering & Construction,"9,101"
173,SPH.MC,MCE,Spain,EUR,Technology,Solar,
174,CLR.MC,MCE,Spain,EUR,Industrials,Engineering & Construction,232
175,ADL.MC,MCE,Spain,EUR,Healthcare,Biotechnology,33
176,RIO.MC,MCE,Spain,EUR,Consumer Defensive,Beverages—Wineries & Distilleries,96
177,CMM.MC,MCE,Spain,EUR,Communication Services,Telecom Services,463
178,IFF.MC,MCE,Spain,EUR,,,17
179,PVA.MC,MCE,Spain,EUR,Consumer Defensive,Farm Products,
180,MED.MC,MCE,Spain,EUR,Healthcare,Medical Distribution,107
181,YQPQ.MC,MCE,Spain,EUR,,,1
182,CLE.MC,MCE,Spain,EUR,Industrials,Specialty Business Services,245
183,EEP.MC,MCE,Spain,EUR,Healthcare,Diagnostics & Research,41
184,MONI.MC,MCE,Spain,EUR,Communication Services,Entertainment,
185,RBT.MC,MCE,Spain,EUR,Industrials,Building Products & Equipment,36
186,CITY.MC,MCE,Mexico,EUR,,,
187,ART.MC,MCE,Spain,EUR,Technology,Electronic Components,"1,078"
188,YINB6.MC,MCE,Spain,EUR,Real Estate,REIT—Diversified,
189,YHCR.MC,MCE,Spain,EUR,,,
190,TLG-D.MC,MCE,Spain,EUR,,,
191,GRF-P.MC,MCE,Spain,EUR,,,
192,YTRI.MC,MCE,Spain,EUR,,,
193,YGO2.MC,MCE,Spain,EUR,Real Estate,REIT—Diversified,
194,ENRS.MC,MCE,Spain,EUR,Industrials,Engineering & Construction,
